"","baseMean","log2FoldChange","lfcSE","pvalue","padj","Gene"
"CYC1",7.56916879687191,4.11734901932204,1.21807740493897,9.82883176367881e-05,0.000985743233871861,"CYC1"
"CSF2RB",9.29223269609655,4.11633011374947,1.35779032456121,0.000414265771282997,0.00302219391533301,"CSF2RB"
"PATL1",20.5205262300843,4.11521956389678,1.56064861246684,0.00027711491884206,0.00222313749742167,"PATL1"
"CHAF1A",4.62008917807381,4.11315290892131,1.36768535656372,0.000318338248894573,0.00247984442950894,"CHAF1A"
"CD68",21.8317830928436,4.11262638226586,1.16715310695641,5.65191788465604e-05,0.00064150402914116,"CD68"
"AMMECR1",4.41873632868259,4.11219754207835,1.55218562372311,0.0013247425579593,0.00740796877187292,"AMMECR1"
"PPP1R14B",11.0269705372164,4.11205001077587,1.24248514306819,8.99798486892328e-05,0.000917391949370526,"PPP1R14B"
"FAM20A",14.4068268453833,4.11040940425922,1.27568207318667,0.00022563107590965,0.0019023822993313,"FAM20A"
"TSPYL2",6.41316014781923,4.11029098514117,1.29032003292865,0.000160851333852508,0.00145517938455172,"TSPYL2"
"RAB25",10.7573994003669,4.10725373733885,1.31039955973713,0.00021331283201722,0.00182354726511515,"RAB25"
"SDHC",7.38414833749546,4.10724474651709,1.19161621913311,7.2708256748222e-05,0.000775909192299514,"SDHC"
"ERF",61.8886140345245,4.10669437002036,1.0264610247128,1.14420498861603e-05,0.000190115386584706,"ERF"
"ANGPTL2",7.09157168441584,4.10541725510755,1.1760880384537,4.04888262911023e-05,0.000490982187364259,"ANGPTL2"
"SEC62",10.4777588994502,4.10180076586296,1.37284859650964,0.000128229057129472,0.00121938412267602,"SEC62"
"VTI1B",4.55050428842137,4.10069537729285,1.56805712753151,0.00142071012544097,0.00776036133846397,"VTI1B"
"WNK1",146.198293726993,4.10064420222948,0.645251481684669,1.99688272265906e-11,6.27065550086559e-09,"WNK1"
"UBN1",10.486704856354,4.09983113735337,1.0292545265539,7.33125145089553e-06,0.000135068988595313,"UBN1"
"EGFR",39.8205238167237,4.09884197429816,0.947731633148269,7.11363159899763e-07,2.11626796053548e-05,"EGFR"
"CPNE2",9.70205257327717,4.09849353610895,1.17150147145931,6.19268630976082e-05,0.000681533101582789,"CPNE2"
"IL6ST",26.8726768842102,4.09546044080354,1.02170447349755,8.69549550252385e-06,0.000154561065341087,"IL6ST"
"SDC3",10.370827595228,4.09507835240584,1.18096964971776,3.87157884047878e-05,0.000475319553386669,"SDC3"
"RPL6",28.5105189787356,4.0947721886821,1.04048476301018,2.46262009939374e-06,5.62185535129772e-05,"RPL6"
"MAP3K6",15.7662767584142,4.09266373708887,1.09988544976227,2.80695971975657e-05,0.000368978119068652,"MAP3K6"
"RPS15A",23.3231715150491,4.092585787665,1.01267603359218,7.4964523042864e-06,0.000137753403786568,"RPS15A"
"KRT17",213.447536286627,4.09055052541518,0.772736889976133,1.43596740705229e-08,9.61689830760942e-07,"KRT17"
"EVC",13.7614590094707,4.0902501872578,1.15117179756231,5.98894421238674e-05,0.000662723341152992,"EVC"
"TICAM1",13.4063349626921,4.08835311847097,1.12994633548345,1.38721516669888e-05,0.000219269994637828,"TICAM1"
"S100A10",8.90689974062056,4.08812371774295,1.17627756983389,2.11266074069166e-05,0.000297944200865407,"S100A10"
"MIB2",30.3946611671494,4.08760619760343,1.21795129008859,7.49338335052385e-05,0.000794366092470011,"MIB2"
"MRPL37",9.44032023071735,4.08548498091188,1.31055907368592,0.000253201917035768,0.00206940213396902,"MRPL37"
"TARS1",9.28391820998728,4.08477799113549,1.16389511652895,2.8942214450181e-05,0.000377290066785524,"TARS1"
"RNF13",12.8206514564232,4.08111165115211,1.43465574907499,0.000645831565294956,0.00426460086410421,"RNF13"
"STAB1",58.2050373502361,4.08102014012226,0.950441883639407,1.32587145833933e-06,3.45387282876351e-05,"STAB1"
"BRI3",34.7922243599095,4.08098415724282,0.934699169631761,9.9511088775342e-07,2.76265460802428e-05,"BRI3"
"GPAT4",11.6939913338742,4.07977484017074,0.99316791364732,4.01576128410388e-06,8.32063382781113e-05,"GPAT4"
"TFAP2C",4.42389005391241,4.07905872871908,1.58794314254433,0.00185597713610097,0.00954396394113639,"TFAP2C"
"WDR46",4.95247511305641,4.07895329328978,1.69213608918124,0.000804855944721867,0.0050475072430727,"WDR46"
"HNRNPH3",10.3774704324281,4.07865941959033,1.24202772676985,4.36343999541347e-05,0.000521117742508057,"HNRNPH3"
"PLEKHG5",32.7914184984672,4.07610066879734,1.07012762705087,1.7855016063515e-05,0.000263646010442561,"PLEKHG5"
"GALNS",18.4479448475383,4.0742959869596,0.906918052060928,5.73703009301067e-07,1.79756036018478e-05,"GALNS"
"CAV1",9.41425663645436,4.0728617151911,1.23347179312275,0.000147401435317534,0.00136228232993595,"CAV1"
"AUTS2",72.8091690725394,4.07165206280498,0.644253904086552,4.55178039130006e-11,1.19113349461965e-08,"AUTS2"
"PNN",17.6096198841059,4.07061049607621,1.14141344620633,1.90476694126784e-05,0.000276064222021085,"PNN"
"GUK1",8.45946978345798,4.06997561175655,1.27173454596561,0.00011444236400816,0.00111299727859553,"GUK1"
"CCNK",30.0330342333789,4.06940184067898,1.10437981808816,1.7682319612745e-05,0.000262191876650262,"CCNK"
"ZFAND5",10.6353455914759,4.06898760130814,1.14490107386183,2.14434219489064e-05,0.000301509448318404,"ZFAND5"
"FBRSL1",52.673472728696,4.06848529638116,0.901732993734342,7.47930795749522e-07,2.20647391956921e-05,"FBRSL1"
"EIF2AK1",9.021392275689,4.06815530306218,1.1467886938478,3.80565580219452e-05,0.000470084983748346,"EIF2AK1"
"FNDC3B",74.8096529485624,4.06629600406419,0.980156231215737,1.74804722685652e-06,4.26626172067522e-05,"FNDC3B"
"ACAP1",10.8714893402777,4.06556607105527,1.02206748242039,1.02076282044643e-05,0.000175266092536191,"ACAP1"
"ZCCHC14",20.4506965715145,4.06384205654804,0.874969799194863,5.5074834864263e-07,1.74498316472399e-05,"ZCCHC14"
"R3HDM2",38.4471338614099,4.06226222823704,1.0290192022292,7.16052644402847e-06,0.000132423993383137,"R3HDM2"
"TOB1",5.98928748002222,4.06124476901433,1.35484366309954,0.000398836619635851,0.00294152415035189,"TOB1"
"ARPC2",45.8208300788581,4.06086294683619,0.853366851281463,3.90314506168362e-07,1.30083355817573e-05,"ARPC2"
"SPP1",28.062070241068,4.06024970945828,0.914104677429302,1.35138190150239e-06,3.49750506412643e-05,"SPP1"
"PLEC",441.745187615448,4.05725025923724,0.819343694543836,1.06317720956347e-07,4.73935556730011e-06,"PLEC"
"ICAM1",11.9108935838598,4.05710266166015,1.36232197428184,0.000336697669995487,0.00259143506247616,"ICAM1"
"HTATSF1",6.32225180830043,4.05664186980727,1.39463711391409,0.000194699078561821,0.0016848087441256,"HTATSF1"
"FAXC",9.57615610695773,4.05546560261815,1.74391257691821,0.00134949374470164,0.0075157300870079,"FAXC"
"TFCP2L1",6.64581124683296,4.05331146147043,1.17225314237703,6.6772528652907e-05,0.000725210200466456,"TFCP2L1"
"YTHDC1",16.5749952489272,4.0524981986774,0.93724386647431,5.6747249488391e-07,1.78198973893434e-05,"YTHDC1"
"SMPD4",26.6537211724255,4.05113374481812,1.08739711486123,2.36467340635649e-05,0.000323477249808553,"SMPD4"
"ATP6AP1",22.1899626648274,4.05052224591201,0.926446984087913,9.17507704694898e-07,2.58272935757841e-05,"ATP6AP1"
"TM4SF1",7.28215590620888,4.04750073524641,1.16162501467318,4.25918070446517e-05,0.000510920904370096,"TM4SF1"
"TGFBR1",11.861079881215,4.04728343788381,1.10024584008165,3.97386826905241e-05,0.000484092521637755,"TGFBR1"
"SPPL3",29.0030362739141,4.04493946745505,0.783692825242353,2.07954432295608e-08,1.30026729326073e-06,"SPPL3"
"SH2B3",10.7430258537574,4.04455206505193,1.07992426326236,1.90921145448398e-05,0.000276277551463697,"SH2B3"
"LZTS2",13.5810330643889,4.04329957752539,0.988627713379539,3.92538068020502e-06,8.16930108865643e-05,"LZTS2"
"MLXIP",118.368821871939,4.04215968749329,0.782527436209257,3.46049628156194e-08,2.02067243614677e-06,"MLXIP"
"FBLIM1",43.0972244111851,4.04190920630858,1.09097461151075,7.81827154227049e-06,0.000142739011839566,"FBLIM1"
"NOTCH1",29.8540377636498,4.04052065538105,1.03287159492213,4.81813182625298e-06,9.5223805366127e-05,"NOTCH1"
"TTYH3",50.1199812128818,4.03531939036932,1.08514477743193,1.89079509418942e-06,4.51331511418761e-05,"TTYH3"
"RPS3A",16.2722409787677,4.03378370725775,1.20264110795095,3.31779651869961e-05,0.000418979290489224,"RPS3A"
"LRRC59",12.6928469459106,4.03366752869339,1.12674281023644,3.346527930314e-05,0.000421853578798102,"LRRC59"
"MEPCE",6.18275120978656,4.03147657523959,1.36685915811631,0.00049140624539511,0.00343356116352975,"MEPCE"
"LRP6",25.9432484058148,4.02953490124236,1.22478216807353,4.50606003740106e-05,0.000534187369031161,"LRP6"
"XIRP2",35.0145301839958,4.02893596486417,1.04238892374605,8.17001488877017e-06,0.000147258265807667,"XIRP2"
"MANBA",6.88297015382324,4.02635755831348,1.17400321329636,4.28640903465063e-05,0.000513751026875725,"MANBA"
"SSR3",16.1909781361596,4.02540942447157,0.933279596360296,1.8365971963983e-06,4.4212870497963e-05,"SSR3"
"DHX16",9.51081353996168,4.02322679121054,1.16765307591615,5.27370137419311e-05,0.000607356757283805,"DHX16"
"DLGAP4",21.0912357762576,4.02291222605902,0.779479298730494,3.23804532531222e-08,1.91451123397435e-06,"DLGAP4"
"LAMB1",55.3132760154905,4.0220490906768,0.682649766946075,4.09951034980093e-10,5.51716007171781e-08,"LAMB1"
"CCDC85C",29.6893704436712,4.01519195584053,0.995738369825263,2.95456009697934e-06,6.48305725627562e-05,"CCDC85C"
"BOK",5.71874910029258,4.01471791037071,1.20990274822383,0.000125668446849412,0.00120150258621721,"BOK"
"SBSN",7.07167694451113,4.01339773706202,1.48793106232756,0.000590589439317287,0.00397789292992974,"SBSN"
"DYSF",13.2630040253094,4.01211572597799,1.21446462231069,3.9541194517374e-05,0.00048251866988343,"DYSF"
"LRRC15",8.11001484748792,4.01125229129603,1.29284280719582,0.000287530479090294,0.00228649026450475,"LRRC15"
"NOL4L",9.4509752581601,4.01118940877549,1.59459294155205,0.000347420808825967,0.00264800617557699,"NOL4L"
"ATP13A2",16.3987412220175,4.01075954524556,0.946786437021429,1.5687263682248e-06,3.90964238260753e-05,"ATP13A2"
"WASHC5",8.19072984274371,4.00810051267473,1.38251480370005,0.000153916215059403,0.00140505138288928,"WASHC5"
"DCN",67.844963900752,4.00750329671076,0.909844329421365,5.96544660710913e-07,1.84242277698679e-05,"DCN"
"AZIN2",4.86456336233264,4.00603648139502,1.33877056559517,0.000421052846076767,0.00305593105696497,"AZIN2"
"ZNF142",15.3593895843425,4.00524070961455,1.00178002881583,7.16894451476184e-06,0.000132423993383137,"ZNF142"
"PRRC2B",107.295335747926,4.0047072645681,1.02448696795805,1.19713351684109e-05,0.000196705741005598,"PRRC2B"
"NOTCH3",95.1616429742326,4.00387385195525,0.77603635085751,1.02913402408189e-08,7.36828701644372e-07,"NOTCH3"
"GLUL",69.767479801242,4.00134556042159,0.76600366282698,1.82052976185023e-08,1.16406814772424e-06,"GLUL"
"VAMP2",10.3621972412343,4.00124332934879,1.0304859546384,9.3732268084277e-06,0.000163906714670315,"VAMP2"
"FHOD3",9.77014704968457,4.00122403258438,1.27386983700823,9.48682212322117e-05,0.000958243627042447,"FHOD3"
"MAP1B",26.3935995946187,4.00097491037969,0.858329439103045,5.03362635181476e-07,1.62027731156024e-05,"MAP1B"
"BRAT1",20.0600937317349,4.00061551859219,1.08030335133762,3.14369762024924e-05,0.000401297118985927,"BRAT1"
"SLC4A2",25.216133266,3.99829102949897,1.1045614609782,5.11858787904527e-05,0.00059238956035044,"SLC4A2"
"SNRPC",5.00175938917848,3.99389358097299,1.50969041420377,0.00108514891696821,0.00637463385973189,"SNRPC"
"LLGL1",7.69381568689849,3.99191530963477,1.22705524473392,0.000105190763234765,0.00103729984317548,"LLGL1"
"CSE1L",9.46539963430924,3.99162104857688,1.53003569259551,0.00135528878815358,0.00752227412688198,"CSE1L"
"SYNPO2",45.0926609394727,3.9909417048494,0.808268433451845,9.40835426875378e-08,4.30257133241941e-06,"SYNPO2"
"MNT",34.1757426454303,3.98848878273457,0.947657004372463,1.51176871399027e-06,3.79445891605623e-05,"MNT"
"RBM14",8.26328077484564,3.9862908387044,1.31064909843238,6.89734208960905e-05,0.000743753835428834,"RBM14"
"TFG",15.2138475937313,3.98479049184785,1.04527371471397,1.89046846877698e-05,0.000275120596625,"TFG"
"TNRC6A",23.9297194093647,3.98468805919719,1.00596882402185,1.2052454111952e-05,0.000197579152037116,"TNRC6A"
"RGPD8",11.8371202997613,3.98445472230541,1.41095437776381,0.00045954948875249,0.00326162422177872,"RGPD8"
"RBM17",8.66391333272974,3.98278919709047,1.15164236634499,3.88395021263508e-05,0.000476424483114117,"RBM17"
"TMEM59",19.9919564892879,3.97708145954724,0.881976525197803,9.03258943474569e-07,2.55279042604783e-05,"TMEM59"
"NCS1",7.21159714371154,3.97673796004956,1.3132955186517,0.000400302020272804,0.00294925330994525,"NCS1"
"TMEM184B",26.6226855265245,3.97279860094464,0.858887923698873,5.77227986365151e-07,1.80455900809733e-05,"TMEM184B"
"UBE2L6",7.91767307290307,3.97274834436909,1.22237840790567,0.000150880424348724,0.00138267916762115,"UBE2L6"
"PRAG1",17.2335369222968,3.97222597840493,1.10733574728186,5.08072984281972e-05,0.000588490109908897,"PRAG1"
"WWTR1",25.2583097175821,3.97220751130221,1.01929904889879,1.18663911121819e-05,0.000195663912259326,"WWTR1"
"SPNS1",32.1395210025015,3.97041480122464,0.933343125189069,2.89312042370362e-06,6.40794431149779e-05,"SPNS1"
"GSTA4",6.26173687523641,3.97003631950276,1.50910954407969,0.00162249760743988,0.00857103315541419,"GSTA4"
"WBP2",37.1424456950298,3.9686477195911,0.832057646755308,1.62008416373192e-07,6.67446335792879e-06,"WBP2"
"MMP11",35.1616214614927,3.96795834417643,1.14956304026824,4.07069801987575e-05,0.00049291374223534,"MMP11"
"GPR89B",3.8243576141751,3.96757409188693,1.52261275155091,0.00168223792827361,0.00880433487571646,"GPR89B"
"ARF1",14.8626834299451,3.96688231963826,1.0121510499609,1.19011197217811e-05,0.00019600783541782,"ARF1"
"ATP1B1",25.2194217720662,3.96292487308153,0.856656235362617,2.25040608581366e-07,8.6414370648459e-06,"ATP1B1"
"ZDHHC18",12.4850892313289,3.96219139831649,1.27807152296676,0.000155120919321006,0.00141511537180448,"ZDHHC18"
"LPCAT4",18.41362628973,3.96139282769471,1.22357816042413,0.000150662268268697,0.00138247306032789,"LPCAT4"
"ARPC4",3.79020398376418,3.96133363629755,1.59644123772889,0.00135992996792282,0.00753067103811024,"ARPC4"
"SRRM2",185.319530422757,3.95977246792766,0.722540848030129,9.48967358667131e-09,6.94811282141204e-07,"SRRM2"
"GLI3",18.0527667554251,3.95868181295393,1.15203719786157,5.86073315834664e-05,0.00065468790719839,"GLI3"
"MFAP4",7.54317106879372,3.9563932911724,1.44295612102228,0.000566683471319178,0.00386477033456144,"MFAP4"
"THBS4",14.6086107938996,3.95544120120655,1.13437532529219,3.01947355172582e-05,0.000388599096169741,"THBS4"
"PIKFYVE",16.8384858378583,3.95350498611273,1.04404471778268,2.46043052073019e-05,0.000334310997004214,"PIKFYVE"
"FAM120A",47.4590847914257,3.95296653725901,0.958816961582823,7.13164124861549e-06,0.000132253572813892,"FAM120A"
"RPS28",18.2615947724424,3.95286061444086,0.958444938599324,4.16635922344125e-06,8.56984311302013e-05,"RPS28"
"RAC1",74.8171138793809,3.95265492879906,0.822263673395502,1.08138073115133e-07,4.77530972246856e-06,"RAC1"
"IMPDH1",14.8419526304,3.95080401501694,1.10454656905469,4.91320198366403e-05,0.00057378890273683,"IMPDH1"
"RIN1",10.4535838219477,3.94929213998896,1.33045743214031,0.000319865026257689,0.00248899376984989,"RIN1"
"SLC22A23",14.9171460506134,3.9491471790579,0.984578605840254,4.88816539363279e-06,9.62042690493385e-05,"SLC22A23"
"MAP2K2",36.1136980218398,3.94804126035346,0.969220352248855,6.09217666403019e-06,0.000115400198980443,"MAP2K2"
"GJB2",18.4751537552358,3.94791957950689,1.11119280142975,8.65223984636728e-06,0.000154322265502391,"GJB2"
"CD209",6.27902649163757,3.94754635822643,1.4792411950602,0.00117670372504543,0.00676209855169457,"CD209"
"DGCR2",22.8524126608425,3.94622088521122,0.888546570544659,8.38099924837859e-07,2.40715244672435e-05,"DGCR2"
"GUCY1A2",8.14755819579827,3.94362376898844,1.18503743586631,6.65373046913034e-05,0.000724374924955939,"GUCY1A2"
"FAAP100",18.9441254384381,3.94191068850322,1.22084109675536,0.0001689977780567,0.00151146050741724,"FAAP100"
"HDLBP",47.0006068784693,3.9391124827719,0.771150735944727,5.41600749620054e-08,2.84511531333866e-06,"HDLBP"
"WBP11",17.9416887225751,3.9368903382456,0.965711413432214,2.74862919712109e-06,6.12008960721833e-05,"WBP11"
"LMF2",30.2934384611471,3.93688248094286,1.03097794815733,2.34109497013508e-05,0.000320562141695532,"LMF2"
"PITPNM1",26.1991704146184,3.93684405250363,1.29192884071544,6.45071353494788e-05,0.000705890256531741,"PITPNM1"
"HNRNPA1",41.891434845781,3.93624434183303,0.916272194087861,1.43095443094377e-06,3.64996697900117e-05,"HNRNPA1"
"PREB",8.69408731634885,3.93554591989125,1.37486255268266,0.000171595389646029,0.00152832536862453,"PREB"
"GATD3",8.80836208269352,3.92759361488858,1.31552125891843,0.000464800711274962,0.00328712337474601,"GATD3"
"FUBP1",11.8730516292214,3.92296516547889,1.3764023253784,0.000161289525932498,0.0014563465117905,"FUBP1"
"CHD3",105.842036075336,3.92251997608645,0.744001700051739,5.75268058283563e-09,4.75386721146493e-07,"CHD3"
"KIAA1217",48.5371362076507,3.92237444197752,0.946863685144611,2.30147969518486e-06,5.32278389077861e-05,"KIAA1217"
"STARD7",14.3078812918541,3.9220979582351,1.07655624503839,3.72899645771214e-05,0.000461826896966961,"STARD7"
"H3-3B",25.4869341669274,3.91948234347447,0.861308677986265,5.54902462497612e-07,1.75064996245787e-05,"H3-3B"
"RTKN",17.8534916764867,3.91941247835698,1.22028704452139,0.000136159893764641,0.00127668980562369,"RTKN"
"ARID5A",9.43704443663014,3.91842837449726,1.28148361620236,0.000333218177879847,0.00257165814943753,"ARID5A"
"LENG8",74.7726967387072,3.91503042050543,0.643065318599371,1.03240109007682e-10,2.14542055939346e-08,"LENG8"
"BCAP31",29.5960074287568,3.91305374601221,0.920407152778099,2.07745247253359e-06,4.88460580522e-05,"BCAP31"
"DNAJC16",16.2072837262751,3.91190610068363,1.08480911889979,4.29809806649078e-05,0.000514279625551068,"DNAJC16"
"LPCAT3",19.3106265193482,3.91064556264635,1.06324769859749,2.68244135985512e-05,0.000356071429434165,"LPCAT3"
"SETD1B",60.4528926554222,3.9089893069805,0.932993103112442,2.22316073483123e-06,5.18407332407593e-05,"SETD1B"
"CLINT1",13.9221395354395,3.90852996609839,0.985490625887251,1.06426970355639e-05,0.000180977077989836,"CLINT1"
"GMPPA",10.3753119445167,3.90767519549096,1.05294679608586,1.80868909344381e-05,0.000266512884040193,"GMPPA"
"GSDMC",7.79055903001602,3.90657211981403,1.13627403510554,6.05964619548877e-05,0.000669391555649195,"GSDMC"
"ELK3",18.9510700280203,3.90645010615795,1.09287362275687,1.88887288358693e-05,0.000275120596625,"ELK3"
"MDFIC",10.6032281924573,3.90539434878182,1.09891953271665,2.0397305994276e-05,0.000289293188712473,"MDFIC"
"H1-0",20.2240959003444,3.90532602877379,1.17128606651821,0.000133865736744067,0.00126194578114104,"H1-0"
"GRN",57.9382881808658,3.90419590697129,1.24583423481255,7.86388390706415e-05,0.000824978051156076,"GRN"
"RELB",11.9027311888396,3.90395495700921,1.35122716956961,0.000226430133734048,0.00190612363034552,"RELB"
"EPPK1",67.0333196077056,3.90279305583698,0.909329666966232,3.22577011513455e-06,6.99131249953471e-05,"EPPK1"
"SEMA7A",4.88887251815345,3.90024578308473,1.44716821172043,0.000948922841927872,0.00574484714737477,"SEMA7A"
"TTI1",7.07893468434617,3.89993746274127,1.24867140085905,0.00012029975435678,0.00115564638260752,"TTI1"
"ZNF503",10.0962287338021,3.89735241395722,1.19574748539711,0.000149107055484384,0.00137595542286018,"ZNF503"
"SETX",16.5156238098901,3.89660772770222,1.14010498546009,8.25839182045902e-05,0.000858714752133234,"SETX"
"MAP3K11",29.5712741829747,3.89600524298833,0.981522232754021,1.10344571119524e-05,0.000186228082853108,"MAP3K11"
